Record,Date,LOC Time,Temperature_Heat_Exchanger,Temperature_Dryer,Phi_Motor_Position,West_Theta_Motor_Position,East_Theta_Motor_Position,Chosen_Phi_Destination,Chosen_Theta_Destination,Delta_Phi,Delta_Theta,Phi_Destination,Theta_Destination_C,Delta_Theta_Destination
39,31/07/2025,10:37:23,125,85,24540.1,18382.8,18454.9,49.51,59.79,2.5,-1.5,24412.85,18449.76,0
40,31/07/2025,10:39:23,128,86,24368,18393.6,18455,50.04,59.71,2.5,-1.5,24312.46,18472.35,0
41,31/07/2025,10:41:23,130,88,24334,18426.8,18453.6,50.57,59.63,2.5,-1.5,24211.95,18494.7,0
42,31/07/2025,10:43:23,131,90,24232,18430,18454,51.11,59.55,2.5,-1.5,24111.34,18516.81,0
43,31/07/2025,10:45:23,132,91,24119.7,18532,18454.1,51.64,59.47,2.5,-1.5,24010.62,18538.67,0
44,31/07/2025,10:47:23,131,91,23959,18525.8,18498.9,52.18,59.39,2.5,-1.5,23909.8,18560.29,0
45,31/07/2025,10:49:23,134,93,23844.6,18525.6,18499.6,52.72,59.32,2.5,-1.5,23808.86,18581.65,0
46,31/07/2025,10:51:23,133,93,23849.4,18532,18567.2,53.25,59.24,2.5,-1.5,23707.82,18602.77,0
47,31/07/2025,10:53:23,135,94,23730.8,18566,18567.1,53.79,59.17,2.5,-1.5,23606.68,18623.63,0
48,31/07/2025,10:55:23,136,96,23652,18566,18567.1,54.33,59.09,2.5,-1.5,23505.43,18644.24,0
49,31/07/2025,10:57:23,137,97,23494.2,18566,18568,54.87,59.02,2.5,-1.5,23404.07,18664.59,0
50,31/07/2025,10:59:23,139,97,23397.2,18669,18682.7,55.41,58.94,2.5,-1.5,23302.61,18684.69,0
51,31/07/2025,11:01:23,140,98,23284.1,18669,18683,55.95,58.87,2.5,-1.5,23201.05,18704.53,0
52,31/07/2025,11:03:23,141,99,23208,18669,18683,56.49,58.8,2.5,-1.5,23099.39,18724.1,0
53,31/07/2025,11:05:23,143,100,23106,18669,18683,57.03,58.73,2.5,-1.5,22997.62,18743.41,0
54,31/07/2025,11:07:23,145,101,22975.9,18669,18684.2,57.57,58.66,2.5,-1.5,22895.75,18762.46,0
55,31/07/2025,11:09:23,147,102,22901,18771,18683.1,58.11,58.6,2.5,-1.5,22793.79,18781.24,0
56,31/07/2025,11:11:23,141,102,22796.5,18771,18805.6,58.66,58.53,2.5,-1.5,22691.72,18799.76,0
57,31/07/2025,11:13:23,139,102,22730,18771,18803,59.2,58.46,2.5,-1.5,22589.56,18818,0
58,31/07/2025,11:15:23,140,102,22613.2,18771,18804.7,59.74,58.4,2.5,-1.5,22487.3,18835.98,0
59,31/07/2025,11:17:23,138,102,22457,18771,18802.1,60.29,58.33,2.5,-1.5,22384.94,18853.68,0
60,31/07/2025,11:19:23,138,102,22389,18873,18803.6,60.83,58.27,2.5,-1.5,22282.49,18871.11,0
61,31/07/2025,11:21:23,139,102,22254.7,18873,18804.8,61.38,58.21,2.5,-1.5,22179.95,18888.26,0
62,31/07/2025,11:23:23,141,102,22150,18873,18910,61.92,58.15,2.5,-1.5,22077.31,18905.14,0
63,31/07/2025,11:25:23,143,102,22019.4,18873,18910.8,62.47,58.09,2.5,-1.5,21974.58,18921.74,0
64,31/07/2025,11:27:23,144,103,21979,18873,18909.8,63.02,58.03,2.5,-1.5,21871.76,18938.05,0
65,31/07/2025,11:29:23,145,103,21843,18873,18910.5,63.56,57.97,2.5,-1.5,21768.85,18954.1,0
66,31/07/2025,11:31:23,147,104,21745.1,18873,18909.9,64.11,57.91,2.5,-1.5,21665.85,18969.85,0
67,31/07/2025,11:33:23,148,105,21633.9,18976,18908.2,64.66,57.85,2.5,-1.5,21562.76,18985.32,0
68,31/07/2025,11:35:23,149,106,21528.9,18976,18908,65.21,57.8,2.5,-1.5,21459.58,19000.51,0
69,31/07/2025,11:37:23,149,106,21408,18976,19025,65.76,57.74,2.5,-1.5,21356.33,19015.41,0
70,31/07/2025,11:39:23,148,107,21302.1,18976,19025,66.31,57.69,2.5,-1.5,21252.98,19030.03,0
71,31/07/2025,11:41:23,148,107,21194,18981.4,19025,66.86,57.64,2.5,-1.5,21149.56,19044.35,0
72,31/07/2025,11:43:23,149,107,21114.8,18976,19024.7,67.41,57.59,2.5,-1.5,21046.05,19058.38,0
73,31/07/2025,11:45:23,150,108,21058,18976,19024.7,67.96,57.54,2.5,-1.5,20942.47,19072.13,0
74,31/07/2025,11:47:23,150,108,20955,19078,19025,68.51,57.49,2.5,-1.5,20838.8,19085.57,0
75,31/07/2025,11:49:23,150,108,20780.1,19087.5,19026,69.06,57.44,2.5,-1.5,20735.06,19098.73,0
76,31/07/2025,11:51:23,151,108,20921,18993.8,19024,68.11,57.89,1,-1,20913.4,18974.51,0
77,31/07/2025,11:53:23,152,109,20921,18992,19025.7,68.66,57.85,1,-1,20809.51,18987.12,0
78,31/07/2025,11:55:23,153,109,20799.5,19003.5,19025,69.22,57.8,1,-1,20705.54,18999.43,0
79,31/07/2025,11:57:23,154,110,20648,18998.1,19026,69.77,57.76,1,-1,20601.51,19011.44,0
80,31/07/2025,11:59:23,155,110,20543.6,18977.1,19024.4,70.32,57.72,1,-1,20497.4,19023.15,0
81,31/07/2025,12:01:23,155,111,20409,18995.1,19026.5,70.88,57.67,1,-1,20393.23,19034.56,0
82,31/07/2025,12:03:23,154,111,20409,18981.1,19025,71.43,57.63,1,-1,20288.99,19045.66,0
83,31/07/2025,12:05:23,155,111,20307,19008.3,19025,71.98,57.59,1,-1,20184.69,19056.47,0
84,31/07/2025,12:07:23,154,111,20180.9,18976,19024.5,72.54,57.56,1,-1,20080.32,19066.96,0
85,31/07/2025,12:09:23,154,112,20068,19044,19025,73.09,57.52,1,-1,19975.89,19077.16,0
86,31/07/2025,12:11:23,155,112,19931.3,19044,19025,73.65,57.48,1,-1,19871.4,19087.04,0
87,31/07/2025,12:13:23,155,112,19829,19044,19025.8,74.21,57.45,1,-1,19766.85,19096.62,0
88,31/07/2025,12:15:23,152,112,19693,19044,19025,74.76,57.41,1,-1,19662.25,19105.89,0
89,31/07/2025,12:17:23,152,112,19692.9,19044,19024.2,75.32,57.38,1,-1,19557.59,19114.85,0
90,31/07/2025,12:19:23,153,112,19561.2,19044,19025,75.88,57.35,1,-1,19452.87,19123.51,0
91,31/07/2025,12:21:23,154,112,19350.3,19044,19090,76.43,57.32,1,-1,19348.11,19131.85,0
92,31/07/2025,12:23:23,155,112,19350.9,19181,19179.7,76.99,57.29,1,-1,19243.29,19139.88,0
93,31/07/2025,12:25:23,154,111,19209.3,19181,19179.8,77.55,57.26,1,-1,19138.43,19147.6,0
94,31/07/2025,12:27:23,153,111,19088.4,19187.2,19178,78.1,57.23,1,-1,19033.52,19155.01,0
95,31/07/2025,12:29:23,152,111,18976,19181,19180.2,78.66,57.21,1,-1,18928.57,19162.1,0
96,31/07/2025,12:31:23,151,111,18869.7,19181,19179.7,79.22,57.18,1,-1,18823.57,19168.88,0
97,31/07/2025,12:33:23,150,110,18804.3,19146,19026,79.78,57.36,1,-0.8,18718.54,19120.65,0
98,31/07/2025,12:35:23,153,111,18674.6,19146,19157,80.34,57.34,1,-0.8,18613.46,19126.81,0
99,31/07/2025,12:37:23,154,111,18634,19146,19157.2,80.9,57.32,1,-0.8,18508.34,19132.65,0
100,31/07/2025,12:39:23,155,111,18502.9,19146,19158,81.46,57.3,1,-0.8,18403.2,19138.17,0
101,31/07/2025,12:41:23,155,112,18375.8,19146,19156.9,82.01,57.28,1,-0.8,18298.02,19143.38,0
102,31/07/2025,12:43:23,153,112,18188.9,19146,19156,83.07,57.26,1.5,-0.8,18098.75,19148.27,0
103,31/07/2025,12:45:23,152,112,18068.8,19146,19156.1,83.63,57.24,1.5,-0.8,17993.51,19152.84,0
104,31/07/2025,12:47:23,152,111,17951.5,19146,19154.7,84.19,57.23,1.5,-0.8,17888.24,19157.09,0
105,31/07/2025,12:49:23,152,111,17848.1,19146,19155,84.75,57.21,1.5,-0.8,17782.95,19161.03,0
106,31/07/2025,12:51:23,153,111,17747,19146,19155.2,85.31,57.2,1.5,-0.8,17677.63,19164.64,0
107,31/07/2025,12:53:23,153,112,17680.9,19146,19154.2,85.87,57.19,1.5,-0.8,17572.29,19167.94,0
108,31/07/2025,12:55:23,155,112,17581,19146,19156,86.43,57.18,1.5,-0.8,17466.93,19170.91,0
109,31/07/2025,12:57:23,154,112,17474,19146,19154.8,86.99,57.17,1.5,-0.8,17361.55,19173.56,0
110,31/07/2025,12:59:23,153,111,17363.7,19146,19154.5,87.55,57.16,1.5,-0.8,17256.16,19175.9,0
111,31/07/2025,13:01:23,151,111,17278.7,19146,19155.1,88.11,57.15,1.5,-0.8,17150.75,19177.91,0
112,31/07/2025,13:03:23,151,111,17173.2,19146,19154,88.67,57.14,1.5,-0.8,17045.33,19179.6,0
113,31/07/2025,13:05:23,151,111,16986.5,19146,19151,89.23,57.14,1.5,-0.8,16939.9,19180.97,0
114,31/07/2025,13:07:23,151,111,16943.8,19146,19151.4,89.8,57.14,1.5,-0.8,16834.46,19182.02,0
115,31/07/2025,13:09:23,153,111,16836.2,19146,19150.9,90.36,57.13,1.5,-0.8,16729.02,19182.75,0
116,31/07/2025,13:11:23,154,112,16720,19146,19151,90.92,57.13,1.5,-0.8,16623.58,19183.16,0
117,31/07/2025,13:13:23,155,112,16592.9,19146,19149.7,91.48,57.13,1.5,-0.8,16518.13,19183.24,0
118,31/07/2025,13:15:23,155,112,16491.7,19142.8,19150,92.04,57.13,1.5,-0.8,16412.68,19183,0
119,31/07/2025,13:17:23,154,112,16448.5,19143,19149,92.6,57.13,1.5,-0.8,16307.23,19182.45,0
120,31/07/2025,13:19:23,154,112,16348,19146,19149.2,93.16,57.14,1.5,-0.8,16201.79,19181.57,0
121,31/07/2025,13:21:23,154,113,16143,19146,19148.2,93.72,57.14,1.5,-0.8,16096.36,19180.37,0
122,31/07/2025,13:23:23,155,113,16036.1,19146,19149.9,94.28,57.15,1.5,-0.8,15990.93,19178.85,0
123,31/07/2025,13:25:23,154,113,16018.7,19143.8,19147.3,94.84,57.15,1.5,-0.8,15885.52,19177,0
124,31/07/2025,13:27:23,154,113,15828.8,19146,19148.8,95.4,57.16,1.5,-0.8,15780.11,19174.84,0
125,31/07/2025,13:29:23,155,113,15803.7,19146,19148.1,95.96,57.17,1.5,-0.8,15674.72,19172.35,0
126,31/07/2025,13:31:23,154,113,15602.5,19146,19147.2,96.52,57.18,1.5,-0.8,15569.35,19169.55,0
127,31/07/2025,13:33:23,154,113,15597,19146,19148,97.08,57.19,1.5,-0.8,15463.99,19166.42,0
128,31/07/2025,13:35:23,153,112,15480.7,19146,19146.5,97.64,57.21,1.5,-0.8,15358.66,19162.98,0
129,31/07/2025,13:37:23,153,113,15392,19142.8,19147,98.2,57.22,1.5,-0.8,15253.35,19159.21,0
130,31/07/2025,13:39:23,153,113,15290,19146,19146.8,98.76,57.23,1.5,-0.8,15148.06,19155.13,0
131,31/07/2025,13:41:23,153,113,15119,19142.7,19147,99.32,57.25,1.5,-0.8,15042.79,19150.72,0
132,31/07/2025,13:43:23,148,112,14995.8,19144.4,19146,99.88,57.27,1.5,-0.8,14937.56,19146,0
133,31/07/2025,13:45:23,145,111,14902.2,19144.7,19147,100.44,57.29,1.5,-0.8,14832.36,19140.96,0
134,31/07/2025,13:47:23,142,109,14846,19146,19146,101,57.31,1.5,-0.8,14727.18,19135.6,0
135,31/07/2025,13:49:23,141,108,14734.9,19146,19146,101.56,57.33,1.5,-0.8,14622.04,19129.92,0
136,31/07/2025,13:51:23,141,108,14637.7,19145.2,19145.9,102.12,57.35,1.5,-0.8,14516.94,19123.93,0
137,31/07/2025,13:53:23,141,107,14539,19143.9,19145,102.67,57.37,1.5,-0.8,14411.88,19117.62,0
138,31/07/2025,13:55:23,141,107,14436,19145.7,19145.7,103.23,57.4,1.5,-0.8,14306.85,19111,0
139,31/07/2025,13:57:23,141,107,14296.9,19143,19145,103.79,57.42,1.5,-0.8,14201.86,19104.05,0
140,31/07/2025,13:59:23,141,107,14202.3,19145.9,19144.8,104.35,57.45,1.5,-0.8,14096.92,19096.8,0
141,31/07/2025,14:01:23,142,106,14027,19146,19144.3,104.91,57.47,1.5,-0.8,13992.02,19089.23,0
142,31/07/2025,14:03:23,142,106,14024.5,19142.4,19145,105.46,57.5,1.5,-0.8,13887.17,19081.35,0
143,31/07/2025,14:05:23,141,106,13925,19145.7,19145,106.02,57.53,1.5,-0.8,13782.37,19073.15,0
144,31/07/2025,14:07:23,140,106,13788,19146,19145.4,106.58,57.56,1.5,-0.8,13677.62,19064.65,0
145,31/07/2025,14:09:23,139,106,13686,19138.7,19145,107.13,57.6,1.5,-0.8,13572.92,19055.83,0
146,31/07/2025,14:11:23,137,105,13608.3,19146,19145.1,107.69,57.63,1.5,-0.8,13468.28,19046.7,0
147,31/07/2025,14:13:23,133,104,13413,18976,19024.4,108.25,57.66,1.5,-0.8,13363.69,19037.27,0
148,31/07/2025,14:15:23,131,102,13276,18976,19025,108.8,57.7,1.5,-0.8,13259.15,19027.52,0
149,31/07/2025,14:17:23,128,100,13288.7,18976,19025,109.36,57.74,1.5,-0.8,13154.68,19017.46,0
150,31/07/2025,14:19:23,126,99,13074.9,18980.8,19025,109.91,57.77,1.5,-0.8,13050.27,19007.11,0
151,31/07/2025,14:21:23,124,98,13078.2,18976,19025,110.47,57.81,1.5,-0.8,12945.91,18996.44,0
152,31/07/2025,14:23:23,122,96,12969,18976,19025,111.02,57.85,1.5,-0.8,12841.63,18985.47,0
153,31/07/2025,14:25:23,119,95,12867,18976,19024,111.58,57.89,1.5,-0.8,12737.41,18974.19,0
154,31/07/2025,14:27:23,119,94,12748.6,18976,19024,112.13,57.94,1.5,-0.8,12633.25,18962.61,0
155,31/07/2025,14:29:23,120,94,12634.1,18976,19024.9,112.68,57.98,1.5,-0.8,12529.17,18950.73,0
156,31/07/2025,14:31:23,122,95,12559,18976,19026,113.24,58.02,1.5,-0.8,12425.15,18938.55,0
157,31/07/2025,14:33:23,123,95,12441,18976,19025,113.79,58.07,1.5,-0.8,12321.21,18926.07,0
158,31/07/2025,14:35:23,125,95,12256.5,18976,18885.3,114.34,58.12,1.5,-0.8,12217.33,18913.29,0
159,31/07/2025,14:37:23,127,96,12211.3,18980.9,18885.7,114.89,58.16,1.5,-0.8,12113.54,18900.21,0
160,31/07/2025,14:39:23,128,97,12082,18819.6,18887,115.44,58.21,1.5,-0.8,12009.81,18886.84,0
161,31/07/2025,14:41:23,130,97,12047,18813.8,18886.7,116,58.26,1.5,-0.8,11906.17,18873.17,0
162,31/07/2025,14:43:23,131,98,11922.1,18816.8,18885.8,116.55,58.31,1.5,-0.8,11802.61,18859.2,0
163,31/07/2025,14:45:23,132,98,11843,18809.3,18886,117.1,58.36,1.5,-0.8,11699.12,18844.95,0
164,31/07/2025,14:47:23,132,99,11740,18838.9,18885.9,117.65,58.42,1.5,-0.8,11595.72,18830.4,0
165,31/07/2025,14:49:23,132,99,11543.4,18826.7,18886.8,118.2,58.47,1.5,-0.8,11492.4,18815.56,0
166,31/07/2025,14:51:23,132,99,11452.3,18813,18886.9,118.74,58.53,1.5,-0.8,11389.16,18800.43,0
167,31/07/2025,14:53:23,131,99,11356.6,18817.9,18775,119.29,58.58,1.5,-0.8,11286.02,18785.01,0
168,31/07/2025,14:55:23,131,100,11297,18805.4,18774,119.84,58.64,1.5,-0.8,11182.95,18769.31,0
169,31/07/2025,14:57:23,132,100,11194,18833.5,18773.8,120.39,58.7,1.5,-0.8,11079.98,18753.32,0
170,31/07/2025,14:59:23,131,99,11092,18805,18775,120.94,58.76,1.5,-0.8,10977.09,18737.05,0
171,31/07/2025,15:01:23,131,99,10992.5,18805,18773.5,121.48,58.82,1.5,-0.8,10874.29,18720.49,0
172,31/07/2025,15:03:23,131,100,10887,18634,18775,122.03,58.88,1.5,-0.8,10771.59,18703.66,0
173,31/07/2025,15:05:23,130,99,10785,18634,18774,122.57,58.94,1.5,-0.8,10668.97,18686.54,0
174,31/07/2025,15:07:23,129,99,10648,18634,18589,123.12,59,1.5,-0.8,10566.45,18669.15,0
175,31/07/2025,15:09:23,128,99,10546,18634,18588,123.66,59.06,1.5,-0.8,10464.03,18651.48,0
176,31/07/2025,15:11:23,128,98,10442.4,18634,18589,124.21,59.13,1.5,-0.8,10361.7,18633.53,0
177,31/07/2025,15:13:23,129,98,10323.5,18634,18588.4,124.75,59.2,1.5,-0.8,10259.46,18615.31,0
178,31/07/2025,15:15:23,129,98,10304.4,18633.7,18588.7,125.29,59.26,1.5,-0.8,10157.33,18596.82,0
179,31/07/2025,15:17:23,127,97,10201,18633.7,18588.3,125.84,59.33,1.5,-0.8,10055.29,18578.06,0
180,31/07/2025,15:19:23,126,97,10068,18634,18589.1,126.38,59.4,1.5,-0.8,9953.35,18559.03,0
181,31/07/2025,15:21:23,126,97,9965,18634,18588,126.92,59.47,1.5,-0.8,9851.51,18539.73,0
182,31/07/2025,15:23:23,126,97,9829,18532,18588.7,127.46,59.54,1.5,-0.8,9749.77,18520.16,0
183,31/07/2025,15:25:23,127,97,9726.4,18532,18588,128,59.61,1.5,-0.8,9648.14,18500.33,0
184,31/07/2025,15:27:23,126,96,9692,18532,18436,128.54,59.68,1.5,-0.8,9546.61,18480.24,0
185,31/07/2025,15:29:23,125,96,9590,18532,18434.2,129.08,59.76,1.5,-0.8,9445.18,18459.89,0
186,31/07/2025,15:31:23,125,96,9467.9,18498,18435,129.62,59.83,1.5,-0.8,9343.85,18439.28,0
187,31/07/2025,15:33:23,125,96,9379.8,18498,18435,130.16,59.9,1.5,-0.8,9242.63,18418.41,0
188,31/07/2025,15:35:23,124,96,9249,18354.6,18434.5,130.69,59.98,1.5,-0.8,9141.51,18397.29,0
189,31/07/2025,15:37:23,123,95,9129.9,18355.3,18435.9,131.23,60.06,1.5,-0.8,9040.5,18375.91,0
190,31/07/2025,15:39:23,123,95,9010,18352.3,18434,131.77,60.13,1.5,-0.8,8939.6,18354.27,0
191,31/07/2025,15:41:23,122,95,8874.7,18361,18299.2,132.3,60.21,1.5,-0.8,8838.8,18332.39,0
192,31/07/2025,15:43:23,123,95,8849.5,18361,18300,132.84,60.29,1.5,-0.8,8738.11,18310.26,0
193,31/07/2025,15:45:23,122,94,8771,18359.2,18300,133.37,60.37,1.5,-0.8,8637.53,18287.89,0
194,31/07/2025,15:47:23,119,93,8634,18356.8,18299.2,133.91,60.45,1.5,-0.8,8537.06,18265.27,0
195,31/07/2025,15:49:23,118,93,8532.1,18225,18299,134.44,60.54,1.5,-0.8,8436.7,18242.4,0
196,31/07/2025,15:51:23,117,92,8421,18225,18298.9,134.97,60.62,1.5,-0.8,8336.45,18219.29,0
197,31/07/2025,15:53:23,116,92,8267.4,18225,18157.2,135.51,60.7,1.5,-0.8,8236.3,18195.95,0
198,31/07/2025,15:55:23,116,91,8261.6,18225,18157,136.04,60.79,1.5,-0.8,8136.26,18172.37,0
199,31/07/2025,15:57:23,116,91,8162.5,18225,18157.2,136.57,60.87,1.5,-0.8,8036.34,18148.54,0
200,31/07/2025,15:59:23,116,90,8041,18054,18158,137.1,60.96,1.5,-0.8,7936.53,18124.49,0
201,31/07/2025,16:01:23,115,90,7952,18048,18157,137.63,61.04,1.5,-0.8,7836.84,18100.21,0
202,31/07/2025,16:03:23,114,89,7840.2,18050.7,18158.7,138.16,61.13,1.5,-0.8,7737.25,18075.69,0
203,31/07/2025,16:05:23,113,89,7781,18054,18005,138.69,61.22,1.5,-0.8,7637.77,18050.95,0
204,31/07/2025,16:07:23,112,88,7684.4,18054,18003.5,139.22,61.31,1.5,-0.8,7538.41,18025.98,0
205,31/07/2025,16:09:23,113,88,7576,18054,18003,139.74,61.4,1.5,-0.8,7439.16,18000.79,0
206,31/07/2025,16:11:23,111,88,7474,18046.4,18004,140.27,61.49,1.5,-0.8,7340.02,17975.38,0
207,31/07/2025,16:13:23,111,88,7372,17915.9,18005,140.8,61.58,1.5,-0.8,7240.99,17949.75,0
208,31/07/2025,16:15:23,110,87,7275.5,17918,18004.9,141.32,61.67,1.5,-0.8,7142.08,17923.9,0
209,31/07/2025,16:17:23,107,86,7086.2,17918,17862,141.85,61.76,1.5,-0.8,7043.28,17897.83,0
210,31/07/2025,16:19:23,106,85,7030,17918,17861,142.37,61.86,1.5,-0.8,6944.59,17871.55,0
211,31/07/2025,16:21:23,105,84,6962,17918,17863,142.9,61.95,1.5,-0.8,6846.02,17845.06,0
212,31/07/2025,16:23:23,104,84,6860,17916.4,17862.4,143.42,62.04,1.5,-0.8,6747.56,17818.36,0
213,31/07/2025,16:25:23,103,83,6717.4,17747,17862,143.94,62.14,1.5,-0.8,6649.21,17791.45,0
214,31/07/2025,16:27:23,101,82,6621,17747,17862,144.47,62.24,1.5,-0.8,6550.97,17764.34,0
215,31/07/2025,16:29:23,100,81,6518,17747,17720,144.99,62.33,1.5,-0.8,6452.85,17737.02,0
216,31/07/2025,16:31:23,98,80,6450,17747,17719,145.51,62.43,1.5,-0.8,6354.84,17709.5,0
217,31/07/2025,16:33:23,96,79,6354.5,17747,17720.1,146.03,62.53,1.5,-0.8,6256.94,17681.78,0
218,31/07/2025,16:35:23,93,78,6259.1,17747,17720,146.55,62.63,1.5,-0.8,6159.16,17653.87,0
219,31/07/2025,16:37:23,91,77,6135.7,17576,17720,147.07,62.72,1.5,-0.8,6061.49,17625.76,0
220,31/07/2025,16:39:23,88,75,6075,17569.5,17584.3,147.59,62.82,1.5,-0.8,5963.93,17597.46,0
221,31/07/2025,16:41:23,87,74,5972,17562,17584,148.1,62.92,1.5,-0.8,5866.48,17568.97,0
222,31/07/2025,16:43:23,84,72,5904,17569.9,17584.9,148.62,63.03,1.5,-0.8,5769.15,17540.29,0
223,31/07/2025,16:45:23,82,71,5733,17573,17583.4,149.14,63.13,1.5,-0.8,5671.92,17511.43,0
224,31/07/2025,16:47:23,80,69,5661.3,17571.1,17455.4,149.66,63.23,1.5,-0.8,5574.81,17482.38,0
225,31/07/2025,16:49:23,77,68,5563,17508,17455,150.17,63.33,1.5,-0.8,5477.81,17453.15,0
226,31/07/2025,16:51:23,75,66,5494.1,17508,17455,150.69,63.44,1.5,-0.8,5380.92,17423.75,0
227,31/07/2025,16:53:23,73,65,5361,17338,17455.2,151.2,63.54,1.5,-0.8,5284.14,17394.16,0
228,31/07/2025,16:55:23,71,63,5324,17338,17454.9,151.71,63.64,1.5,-0.8,5187.47,17364.41,0
229,31/07/2025,16:57:23,69,62,5183.9,17338,17342.3,152.23,63.75,1.5,-0.8,5090.91,17334.47,0
230,31/07/2025,16:59:23,66,61,5085,17338,17342.9,152.74,63.85,1.5,-0.8,4994.46,17304.37,0
231,31/07/2025,17:01:23,64,59,4962.3,17338,17342,153.25,63.96,1.5,-0.8,4898.12,17274.1,0
