Record,Date,LOC Time,Temperature_Heat_Exchanger,Temperature_Dryer,Phi_Motor_Position,West_Theta_Motor_Position,East_Theta_Motor_Position,Chosen_Phi_Destination,Chosen_Theta_Destination,Delta_Phi,Delta_Theta,Phi_Destination,Theta_Destination_C,Delta_Theta_Destination
233,03/07/2025,17:46:14,39.00,40.00,7406.00,26248.30,26215.90,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
234,03/07/2025,17:48:14,39.00,40.00,7406.00,26245.00,26215.90,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
235,03/07/2025,17:50:14,39.00,40.00,7406.00,26245.00,26216.00,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
236,03/07/2025,17:52:14,38.00,40.00,7402.10,26245.00,26216.00,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
237,03/07/2025,17:54:14,38.00,40.00,7406.00,26248.40,26216.00,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
238,03/07/2025,17:56:14,38.00,40.00,7396.20,26245.00,26216.00,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
239,03/07/2025,17:58:14,38.00,40.00,7406.00,26248.10,26216.00,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
240,03/07/2025,18:00:14,38.00,40.00,7406.00,26245.00,26216.00,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
241,03/07/2025,18:02:14,38.00,40.00,7405.40,26245.00,26216.00,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
242,03/07/2025,18:04:14,38.00,40.00,7406.00,26245.00,26216.10,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
243,03/07/2025,18:06:14,38.00,40.00,7406.00,26245.00,26216.00,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
244,03/07/2025,18:08:14,38.00,40.00,7406.00,26245.00,26216.00,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
245,03/07/2025,18:10:14,38.00,40.00,7406.00,26245.00,26216.00,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
246,03/07/2025,18:12:14,38.00,40.00,7399.50,26245.00,26216.50,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
247,03/07/2025,18:14:14,38.00,40.00,7406.00,26245.00,26216.60,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
248,03/07/2025,18:16:14,38.00,40.00,7406.00,26251.20,26216.80,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
249,03/07/2025,18:18:14,38.00,40.00,7405.80,26245.00,26216.80,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
250,03/07/2025,18:20:14,38.00,40.00,7406.00,26245.00,26216.60,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
251,03/07/2025,18:22:14,38.00,40.00,7406.00,26248.00,26216.70,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
252,03/07/2025,18:24:14,38.00,39.00,7401.50,26245.00,26216.80,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
253,03/07/2025,18:26:14,38.00,39.00,7406.00,26245.00,26216.90,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
254,03/07/2025,18:28:14,38.00,39.00,7406.00,26245.00,26216.90,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
255,03/07/2025,18:30:14,38.00,40.00,7406.00,26245.00,26217.00,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
256,03/07/2025,18:32:14,38.00,40.00,7405.80,26251.70,26216.80,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
257,03/07/2025,18:34:14,38.00,40.00,7399.80,26245.00,26216.80,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
258,03/07/2025,18:36:14,38.00,40.00,7401.70,26251.70,26216.60,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
259,03/07/2025,18:38:14,38.00,39.00,7403.70,26247.60,26216.30,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
260,03/07/2025,18:40:14,38.00,39.00,7406.00,26245.00,26216.30,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
261,03/07/2025,18:42:14,38.00,39.00,7406.00,26245.00,26216.40,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
262,03/07/2025,18:44:14,38.00,39.00,7406.00,26245.00,26216.70,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
263,03/07/2025,18:46:14,38.00,39.00,7397.30,26245.00,26216.70,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
264,03/07/2025,18:48:14,38.00,39.00,7404.90,26248.40,26216.90,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
265,03/07/2025,18:50:14,38.00,39.00,7406.00,26245.00,26216.70,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
266,03/07/2025,18:52:14,38.00,39.00,7406.00,26245.00,26216.50,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
267,03/07/2025,18:54:14,38.00,39.00,7406.00,26245.00,26216.90,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
268,03/07/2025,18:56:14,38.00,39.00,7401.10,26246.60,26216.90,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
269,03/07/2025,18:58:14,38.00,39.00,7402.40,26245.00,26216.80,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
270,03/07/2025,19:00:14,38.00,38.00,7406.00,26245.00,26216.80,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
271,03/07/2025,19:02:14,38.00,38.00,7406.00,26245.00,26217.00,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
272,03/07/2025,19:04:14,38.00,38.00,7402.10,26245.00,26217.00,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
273,03/07/2025,19:06:14,38.00,38.00,7406.00,26245.00,26216.90,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
274,03/07/2025,19:08:14,38.00,38.00,7406.00,26249.30,26217.00,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
275,03/07/2025,19:10:14,38.00,38.00,7406.00,26245.00,26217.00,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
276,03/07/2025,19:12:14,37.00,38.00,7399.80,26247.60,26217.00,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
277,03/07/2025,19:14:14,37.00,38.00,7405.80,26245.00,26217.00,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
278,03/07/2025,19:16:14,37.00,38.00,7406.00,26245.00,26217.00,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
279,03/07/2025,19:18:14,37.00,37.00,7401.10,26245.00,26217.10,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
280,03/07/2025,19:20:14,37.00,37.00,7401.90,26245.00,26217.40,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
281,03/07/2025,19:22:14,37.00,37.00,7389.50,26245.00,26217.40,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
282,03/07/2025,19:24:14,37.00,37.00,7406.00,26245.00,26217.50,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
283,03/07/2025,19:26:14,37.00,37.00,7406.00,26245.00,26217.90,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
284,03/07/2025,19:28:14,37.00,37.00,7405.80,26245.00,26218.00,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
285,03/07/2025,19:30:14,37.00,36.00,7406.00,26249.90,26218.00,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
286,03/07/2025,19:32:14,36.00,36.00,7406.00,26245.00,26218.10,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
287,03/07/2025,19:34:14,36.00,36.00,7406.00,26247.60,26218.00,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
288,03/07/2025,19:36:14,36.00,36.00,7405.80,26245.00,26218.30,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
289,03/07/2025,19:38:14,36.00,36.00,7406.00,26245.80,26218.60,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
290,03/07/2025,19:40:14,36.00,35.00,7406.00,26250.70,26218.80,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
291,03/07/2025,19:42:14,36.00,35.00,7402.40,26245.00,26219.00,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
292,03/07/2025,19:44:14,35.00,35.00,7401.90,26245.00,26219.10,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
293,03/07/2025,19:46:14,35.00,35.00,7401.30,26247.20,26220.00,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
294,03/07/2025,19:48:14,35.00,35.00,7399.80,26248.30,26220.00,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
295,03/07/2025,19:50:14,35.00,35.00,7399.70,26245.00,26220.00,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
296,03/07/2025,19:52:14,35.00,34.00,7400.10,26254.40,26220.50,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
297,03/07/2025,19:54:14,35.00,34.00,7404.30,26253.30,26220.50,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
298,03/07/2025,19:56:14,34.00,34.00,7406.00,26245.00,26221.00,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
299,03/07/2025,19:58:14,34.00,34.00,7401.90,26252.30,26221.00,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
300,03/07/2025,20:00:14,34.00,34.00,7400.60,26249.50,26221.10,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
301,03/07/2025,20:02:14,34.00,34.00,7400.50,26245.00,26221.40,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
302,03/07/2025,20:04:14,34.00,33.00,7394.30,26249.40,26221.60,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
303,03/07/2025,20:06:14,34.00,33.00,7400.40,26245.00,26222.00,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
304,03/07/2025,20:08:14,34.00,33.00,7405.00,26249.90,26222.00,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
305,03/07/2025,20:10:14,34.00,33.00,7400.40,26250.80,26222.20,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
306,03/07/2025,20:12:14,34.00,33.00,7399.60,26254.60,26222.50,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
307,03/07/2025,20:14:14,33.00,33.00,7399.80,26248.30,26222.90,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
308,03/07/2025,20:16:14,33.00,33.00,7402.40,26246.60,26223.00,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
309,03/07/2025,20:18:14,33.00,33.00,7396.10,26259.60,26223.00,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
310,03/07/2025,20:20:14,33.00,32.00,7399.90,26248.40,26223.00,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
311,03/07/2025,20:22:14,33.00,32.00,7399.90,26253.90,26223.20,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
312,03/07/2025,20:24:14,33.00,32.00,7406.00,26253.80,26223.50,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
313,03/07/2025,20:26:14,33.00,32.00,7399.70,26255.80,26223.90,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
314,03/07/2025,20:28:14,33.00,32.00,7406.00,26248.40,26224.00,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
315,03/07/2025,20:30:14,33.00,32.00,7401.10,26246.60,26224.00,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
316,03/07/2025,20:32:14,32.00,32.00,7400.50,26255.00,26224.10,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
317,03/07/2025,20:34:14,32.00,32.00,7399.80,26256.00,26224.80,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
318,03/07/2025,20:36:14,32.00,32.00,7401.90,26245.00,26224.90,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
319,03/07/2025,20:38:14,32.00,31.00,7399.90,26255.00,26224.60,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
320,03/07/2025,20:40:14,32.00,31.00,7406.00,26246.20,26225.00,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
321,03/07/2025,20:42:14,32.00,31.00,7399.80,26259.10,26225.00,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
322,03/07/2025,20:44:14,32.00,31.00,7395.60,26253.20,26225.00,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
323,03/07/2025,20:46:14,32.00,31.00,7395.90,26260.60,26225.60,140.00,28.50,0.00,-1.50,7391.00,26239.31,0.00
