Date,Time,O2ref_pct,O2_pct,Air_ratio,Exc_Air_pct,CO2_pct,CO_pct,CO_at_0pctO2_ppm,CO_at_3pctO2_ppm,CO_at_3pctO2_mg_per_Nm3,CO_at_3pctO2_g_per_Nm3,CO_mg_per_Nm3,CH4_pct,CxHy_pct,H2_pct,N2_pct,Net_cal_val_MJ_per_kg,Net_cal_val_MJ_per_m3,Gross_cal_val_MJ_per_kg,Gross_cal_val_MJ_per_m3,T_gas_degC,T_air_degC,Diff_press_Pa,Sample_flow_l_per_h,Current_pump_load_pct,Cooler_degC,T_Hose_degC,In1,In2,In3,In4,AUX_tc_degC,Status,CO_active
24.02.2025,14:15:26,   3.0, -0.11,  0.99,    -1, 18.76,11.1862,111149, 95365,119111,119.111,139716, 2.538, 2.538, 15.07,  52.5,   3.3,   3.9,   3.6,   4.3,---,---,   0.6,  60.0,    40,   4.0,---,---,---,---,---,---,    48,     1
24.02.2025,14:16:26,   3.0, -0.11,  0.99,    -1, 18.46,11.8298,117115,100831,125938,125.938,147755, 2.454, 2.454, 15.05,  52.2,   3.4,   4.0,   3.7,   4.4,---,---,   0.6,  59.9,    41,   4.0,---,---,---,---,---,---,    48,     1
24.02.2025,14:17:26,   3.0, -0.11,  0.99,    -1, 18.09,12.3806,122568,105526,131803,131.803,154634, 2.326, 2.326, 14.92,  52.3,   3.4,   4.0,   3.7,   4.4,---,---,   0.6,  60.0,    41,   4.0,---,---,---,---,---,---,    48,     1
24.02.2025,14:18:26,   3.0, -0.11,  0.99,    -1, 17.81,12.7383,126109,108571,135606,135.606,159101, 2.265, 2.265, 15.09,  52.1,   3.4,   4.0,   3.7,   4.4,---,---,   0.5,  60.0,    41,   4.0,---,---,---,---,---,---,    48,     1
24.02.2025,14:19:26,   3.0, -0.12,  0.99,    -1, 17.75,12.6863,125594,108108,135027,135.027,158452, 2.245, 2.245, 15.09,  52.2,   3.4,   4.0,   3.7,   4.4,---,---,   0.6,  60.0,    41,   4.0,---,---,---,---,---,---,    48,     1
24.02.2025,14:20:26,   3.0, -0.12,  0.99,    -1, 17.53,12.8707,127420,109662,136968,136.968,160755, 2.128, 2.128, 15.02,  52.4,   3.4,   4.0,   3.7,   4.4,---,---,   0.7,  59.9,    41,   4.0,---,---,---,---,---,---,    48,     1
24.02.2025,14:21:26,   3.0, -0.12,  0.99,    -1, 17.14,13.1550,130235,112089,140000,140.000,164306, 2.023, 2.023, 14.91,  52.8,   3.4,   4.0,   3.7,   4.4,---,---,   0.6,  60.0,    42,   4.0,---,---,---,---,---,---,    48,     1
24.02.2025,14:22:26,   3.0, -0.12,  0.99,    -1, 17.08,13.1364,130050,111945,139819,139.819,164073, 2.035, 2.035, 14.96,  52.8,   3.4,   4.0,   3.7,   4.4,---,---,   0.7,  60.0,    42,   4.0,---,---,---,---,---,---,    48,     1
24.02.2025,14:23:26,   3.0, -0.12,  0.99,    -1, 17.37,13.0448,129144,111161,138840,138.840,162930, 2.161, 2.161, 15.04,  52.4,   3.4,   4.0,   3.7,   4.4,---,---,   0.6,  59.9,    43,   4.0,---,---,---,---,---,---,    48,     1
24.02.2025,14:24:26,   3.0, -0.12,  0.99,    -1, 17.69,12.6025,124764,107396,134138,134.138,157405, 2.297, 2.297, 14.89,  52.5,   3.4,   4.0,   3.7,   4.4,---,---,   0.6,  60.0,    43,   4.0,---,---,---,---,---,---,    48,     1
24.02.2025,14:25:26,   3.0, -0.11,  0.99,    -1, 18.00,12.1976,120757,103949,129832,129.832,152349, 2.466, 2.466, 15.05,  52.3,   3.4,   4.0,   3.7,   4.4,---,---,   0.6,  60.1,    43,   4.0,---,---,---,---,---,---,    48,     1
24.02.2025,14:26:26,   3.0, -0.12,  0.99,    -1, 18.05,12.1272,120059,103330,129059,129.059,151468, 2.602, 2.602, 15.19,  52.0,   3.5,   4.1,   3.8,   4.5,---,---,   0.6,  60.0,    43,   4.0,---,---,---,---,---,---,    48,     1
24.02.2025,14:27:26,   3.0, -0.12,  0.99,    -1, 17.98,12.0302,119099,102505,128028,128.028,150257, 2.605, 2.605, 15.19,  52.2,   3.4,   4.1,   3.8,   4.5,---,---,   0.6,  60.1,    42,   4.0,---,---,---,---,---,---,    48,     1
24.02.2025,14:28:26,   3.0, -0.12,  0.99,    -1, 18.11,11.8719,117532,101164,126354,126.354,148280, 2.669, 2.669, 15.45,  51.9,   3.5,   4.1,   3.8,   4.5,---,---,   0.7,  60.0,    43,   4.0,---,---,---,---,---,---,    48,     1
24.02.2025,14:29:26,   3.0, -0.12,  0.99,    -1, 18.32,11.7042,115871, 99739,124574,124.574,146185, 2.761, 2.761, 15.41,  51.8,   3.5,   4.1,   3.8,   4.5,---,---,   0.6,  59.7,    44,   4.0,---,---,---,---,---,---,    48,     1
24.02.2025,14:30:26,   3.0, -0.11,  0.99,    -1, 18.44,11.5071,113920, 98066,122485,122.485,143724, 2.871, 2.871, 15.42,  51.8,   3.5,   4.1,   3.8,   4.6,---,---,   0.6,  59.4,    48,   4.0,---,---,---,---,---,---,    48,     1
24.02.2025,14:31:26,   3.0, -0.11,  0.99,    -1, 18.55,11.2927,112303, 96280,120254,120.254,141046, 3.031, 3.031, 15.50,  51.6,   3.5,   4.2,   3.9,   4.6,---,---,   0.6,  58.3,    61,   4.0,---,---,---,---,---,---,    48,     1
24.02.2025,14:32:26,   3.0, -0.09,  1.00,     0, 18.51,11.1585,111585, 95214,118922,118.922,139370, 3.079, 3.079, 15.42,  51.8,   3.5,   4.2,   3.9,   4.6,---,---,   0.6,  56.5,    88,   4.0,---,---,---,---,---,---,    48,     1
24.02.2025,14:33:26,   3.0, -0.06,  1.00,     0, 18.15,11.2820,112820, 96418,120426,120.426,140912, 2.975, 2.975, 15.34,  52.3,   3.5,   4.1,   3.9,   4.6,---,---,   0.6,  42.1,   100,   4.0,---,---,---,---,---,---,    48,     1
24.02.2025,14:34:26,   3.0, -0.01,  1.00,     0, 17.72,11.6237,116237, 99567,124359,124.359,145180, 2.816, 2.816, 15.43,  52.4,   3.5,   4.1,   3.9,   4.6,---,---,   0.7,  26.8,   100,   4.0,---,---,---,---,---,---,   227,     1
24.02.2025,14:35:26,   3.0,  0.03,  1.00,     0, 17.32,11.8936,118936,102067,127481,127.481,148551, 2.660, 2.660, 15.38,  52.7,   3.5,   4.1,   3.8,   4.5,---,---,   0.6,  21.3,   100,   4.0,---,---,---,---,---,---,   304,     1
24.02.2025,14:36:26,   3.0,  0.19,  1.01,     1, 16.97,12.0264,121243,103988,129882,129.882,150209, 2.515, 2.515, 15.15,  53.2,   3.4,   4.1,   3.8,   4.5,---,---,   0.6,  17.2,   100,   4.0,---,---,---,---,---,---,   304,     1
24.02.2025,14:37:26,   3.0,  2.33,  1.13,    13, 15.80,10.9167,122875,105235,131438,131.438,136349, 2.226, 2.226, 13.09,  55.6,   3.0,   3.6,   3.3,   3.9,---,---,   0.7,  14.4,   100,   4.0,---,---,---,---,---,---,   304,     1
24.02.2025,14:38:26,   3.0,  6.60,  1.47,    47, 13.48,8.1590,118939,101895,127267,127.267,101906, 1.736, 1.736,  9.45,  60.6,   2.2,   2.7,   2.4,   2.9,---,---,   0.6,  12.9,   100,   4.0,---,---,---,---,---,---,   304,     1
24.02.2025,14:39:26,   3.0, 10.52,  2.03,   103, 11.23,5.5408,111006, 95109,118791,118.791, 69204, 1.294, 1.294,  6.24,  65.2,   1.4,   1.8,   1.6,   2.0,---,---,   0.7,  12.3,   100,   4.0,---,---,---,---,---,---,   304,     1
24.02.2025,14:40:26,   3.0, 13.47,  2.82,   182,  9.40,3.5987,100329, 85978,107387,107.387, 44947, 0.956, 0.956,  3.93,  68.7,   0.9,   1.2,   1.0,   1.3,---,---,   0.7,  12.7,   100,   4.0,---,---,---,---,---,---,   304,     1
24.02.2025,14:41:26,   3.0, 15.62,  3.96,   296,  7.87,2.2268, 86989, 74552, 93116,93.116, 27813, 0.707, 0.707,  2.32,  71.3,   0.6,   0.8,   0.7,   0.9,---,---,   0.6,  14.4,   100,   4.0,---,---,---,---,---,---,   304,     1
24.02.2025,14:42:26,   3.0, 17.10,  5.48,   448,  6.64,1.3348, 72045, 61727, 77097,77.097, 16672, 0.537, 0.537,  1.28,  73.1,   0.4,   0.5,   0.4,   0.5,---,---,   0.7,  16.2,   100,   4.0,---,---,---,---,---,---,   304,     1
24.02.2025,14:43:26,   3.0, 18.15,  7.51,   651,  5.57,0.7490, 55329, 47406, 59210,59.209,  9355, 0.424, 0.424,  0.64,  74.5,   0.2,   0.3,   0.3,   0.3,---,---,   0.6,  17.9,   100,   4.0,---,---,---,---,---,---,   304,     1
24.02.2025,14:44:26,   3.0, 18.82,  9.84,---,  4.68,0.4137, 40231, 34470, 43053,43.053,  5167, 0.339, 0.339,  0.30,  75.4,   0.2,   0.2,   0.2,   0.2,---,---,   0.6,  19.9,   100,   4.0,---,---,---,---,---,---,   304,     1
24.02.2025,14:45:26,   3.0, 19.27, 12.45,---,  3.98,0.2337, 28777, 24658, 30798,30.798,  2919, 0.275, 0.275,  0.12,  76.1,   0.1,   0.1,   0.1,   0.2,---,---,   0.6,  22.4,   100,   4.0,---,---,---,---,---,---,   304,     1
24.02.2025,14:46:26,   3.0, 19.59, 15.36,---,  3.39,0.1328, 20211, 17318, 21630,21.630,  1658, 0.227, 0.227,  0.02,  76.6,   0.1,   0.1,   0.1,   0.1,---,---,   0.8,  24.4,   100,   4.0,---,---,---,---,---,---,   304,     1
24.02.2025,14:47:26,   3.0, 19.82, 18.40,---,  2.90,0.0773, 14113, 12093, 15104,15.104,   965, 0.194, 0.194,  0.00,  77.0,   0.1,   0.1,   0.1,   0.1,---,---,   0.6,  25.3,   100,   4.0,---,---,---,---,---,---,   304,     1
24.02.2025,14:48:26,   3.0, 19.98,---,---,  2.51,0.0462,  9847,  8438, 10539,10.539,   577, 0.170, 0.170,  0.00,  77.3,   0.1,   0.1,   0.1,   0.1,---,---,   0.6,  26.3,   100,   4.0,---,---,---,---,---,---,   304,     1
24.02.2025,14:49:26,   3.0, 20.10,---,   -24,  2.22,0.0281,   271,   232,   290, 0.290,   351, 0.151, 0.151,  0.00,  77.5,   0.0,   0.1,   0.0,   0.1,---,---,   0.6,  27.3,   100,   4.0,---,---,---,---,---,---,   304,     1
24.02.2025,14:50:26,   3.0, 20.19,---,  -100,  1.99,0.0168,     0,     0,     0, 0.000,   210, 0.139, 0.139,  0.00,  77.7,   0.0,   0.1,   0.0,   0.1,---,---,   0.7,  28.2,   100,   4.0,---,---,---,---,---,---,   304,     1
24.02.2025,14:51:26,   3.0, 20.26,---,  -100,  1.80,0.0096,     0,     0,     0, 0.000,   120, 0.131, 0.131,  0.00,  77.8,   0.0,   0.0,   0.0,   0.1,---,---,   0.6,  28.9,   100,   4.0,---,---,---,---,---,---,   304,     1
24.02.2025,14:52:26,   3.0, 20.31,---,  -100,  1.66,0.0048,     0,     0,     0, 0.000,    60, 0.127, 0.127,  0.00,  77.9,   0.0,   0.0,   0.0,   0.1,---,---,   0.6,  30.1,   100,   4.0,---,---,---,---,---,---,   163,     1
24.02.2025,14:53:26,   3.0, 20.36,---,  -100,  1.54,0.0015,     0,     0,     0, 0.000,    19, 0.122, 0.122,  0.00,  78.0,   0.0,   0.0,   0.0,   0.0,---,---,   0.6,  31.3,   100,   4.0,---,---,---,---,---,---,    48,     1
24.02.2025,14:54:26,   3.0, 20.40,---,  -100,  1.43,0.0000,     0,     0,     0, 0.000,     0, 0.118, 0.118,  0.00,  78.1,   0.0,   0.0,   0.0,   0.0,---,---,   0.7,  32.3,   100,   4.0,---,---,---,---,---,---,    48,     1
24.02.2025,14:55:26,   3.0, 20.43,---,  -100,  1.34,0.0000,     0,     0,     0, 0.000,     0, 0.115, 0.115,  0.00,  78.1,   0.0,   0.0,   0.0,   0.0,---,---,   0.6,  32.7,   100,   4.0,---,---,---,---,---,---,    48,     1
24.02.2025,14:56:26,   3.0, 20.46,---,  -100,  1.26,0.0000,     0,     0,     0, 0.000,     0, 0.113, 0.113,  0.00,  78.2,   0.0,   0.0,   0.0,   0.0,---,---,   0.6,  33.0,   100,   4.0,---,---,---,---,---,---,    48,     1
24.02.2025,14:57:26,   3.0, 20.48,---,  -100,  1.20,0.0000,     0,     0,     0, 0.000,     0, 0.111, 0.111,  0.00,  78.2,   0.0,   0.0,   0.0,   0.0,---,---,   0.7,  33.5,   100,   4.0,---,---,---,---,---,---,    48,     1
24.02.2025,14:58:26,   3.0, 20.50,---,---,  1.15,0.0000,     0,     0,     0, 0.000,     0, 0.109, 0.109,  0.00,  78.2,   0.0,   0.0,   0.0,   0.0,---,---,   0.6,  34.8,   100,   4.0,---,---,---,---,---,---,    48,     1
24.02.2025,14:59:26,   3.0, 20.52,---,---,  1.11,0.0000,     0,     0,     0, 0.000,     0, 0.108, 0.108,  0.00,  78.3,   0.0,   0.0,   0.0,   0.0,---,---,   0.7,  35.3,   100,   4.0,---,---,---,---,---,---,    48,     1
24.02.2025,15:00:26,   3.0, 20.53,---,---,  1.06,0.0000,     0,     0,     0, 0.000,     0, 0.107, 0.107,  0.00,  78.3,   0.0,   0.0,   0.0,   0.0,---,---,   0.6,  35.5,   100,   4.0,---,---,---,---,---,---,    48,     1
24.02.2025,15:01:26,   3.0, 20.54,---,---,  1.02,0.0000,     0,     0,     0, 0.000,     0, 0.106, 0.106,  0.00,  78.3,   0.0,   0.0,   0.0,   0.0,---,---,   0.7,  35.8,   100,   4.0,---,---,---,---,---,---,    48,     1
